Date,Symbol,Close
1/3/2007 16:00:00,.INX,1416.63
1/4/2007 16:00:00,.INX,1418.34
1/5/2007 16:00:00,.INX,1409.71
1/8/2007 16:00:00,.INX,1412.84
1/9/2007 16:00:00,.INX,1412.11
1/10/2007 16:00:00,.INX,1414.85
1/11/2007 16:00:00,.INX,1423.82
1/12/2007 16:00:00,.INX,1430.73
1/16/2007 16:00:00,.INX,1431.9
1/17/2007 16:00:00,.INX,1430.62
1/18/2007 16:00:00,.INX,1426.37
1/19/2007 16:00:00,.INX,1430.5
1/22/2007 16:00:00,.INX,1422.95
1/23/2007 16:00:00,.INX,1427.99
1/24/2007 16:00:00,.INX,1440.13
1/25/2007 16:00:00,.INX,1423.9
1/26/2007 16:00:00,.INX,1422.18
1/29/2007 16:00:00,.INX,1420.62
1/30/2007 16:00:00,.INX,1428.82
1/31/2007 16:00:00,.INX,1438.24
2/1/2007 16:00:00,.INX,1445.94
2/2/2007 16:00:00,.INX,1448.39
2/5/2007 16:00:00,.INX,1446.99
2/6/2007 16:00:00,.INX,1448
2/7/2007 16:00:00,.INX,1450.02
2/8/2007 16:00:00,.INX,1448.31
2/9/2007 16:00:00,.INX,1438.06
2/12/2007 16:00:00,.INX,1433.37
2/13/2007 16:00:00,.INX,1444.26
2/14/2007 16:00:00,.INX,1455.3
2/15/2007 16:00:00,.INX,1456.81
2/16/2007 16:00:00,.INX,1455.54
2/20/2007 16:00:00,.INX,1459.68
2/21/2007 16:00:00,.INX,1457.63
2/22/2007 16:00:00,.INX,1456.38
2/23/2007 16:00:00,.INX,1451.19
2/26/2007 16:00:00,.INX,1449.37
2/27/2007 16:00:00,.INX,1399.04
2/28/2007 16:00:00,.INX,1406.82
3/1/2007 16:00:00,.INX,1403.17
3/2/2007 16:00:00,.INX,1387.17
3/5/2007 16:00:00,.INX,1374.12
3/6/2007 16:00:00,.INX,1395.41
3/7/2007 16:00:00,.INX,1391.97
3/8/2007 16:00:00,.INX,1401.89
3/9/2007 16:00:00,.INX,1402.85
3/12/2007 16:00:00,.INX,1406.6
3/13/2007 16:00:00,.INX,1377.95
3/14/2007 16:00:00,.INX,1387.17
3/15/2007 16:00:00,.INX,1392.28
3/16/2007 16:00:00,.INX,1386.95
3/19/2007 16:00:00,.INX,1402.06
3/20/2007 16:00:00,.INX,1410.94
3/21/2007 16:00:00,.INX,1435.04
3/22/2007 16:00:00,.INX,1434.54
3/23/2007 16:00:00,.INX,1436.11
3/26/2007 16:00:00,.INX,1437.5
3/27/2007 16:00:00,.INX,1428.61
3/28/2007 16:00:00,.INX,1417.23
3/29/2007 16:00:00,.INX,1422.53
3/30/2007 16:00:00,.INX,1420.86
4/2/2007 16:00:00,.INX,1424.55
4/3/2007 16:00:00,.INX,1437.77
4/4/2007 16:00:00,.INX,1439.37
4/5/2007 16:00:00,.INX,1443.76
4/6/2007 16:00:00,.INX,1444.88
4/9/2007 16:00:00,.INX,1444.61
4/10/2007 16:00:00,.INX,1448.39
4/11/2007 16:00:00,.INX,1438.87
4/12/2007 16:00:00,.INX,1447.8
4/13/2007 16:00:00,.INX,1452.85
4/16/2007 16:00:00,.INX,1468.47
4/17/2007 16:00:00,.INX,1471.48
4/18/2007 16:00:00,.INX,1472.5
4/19/2007 16:00:00,.INX,1470.73
4/20/2007 16:00:00,.INX,1484.35
4/23/2007 16:00:00,.INX,1480.93
4/24/2007 16:00:00,.INX,1480.41
4/25/2007 16:00:00,.INX,1495.42
4/26/2007 16:00:00,.INX,1494.25
4/27/2007 16:00:00,.INX,1494.07
4/30/2007 16:00:00,.INX,1482.37
5/1/2007 16:00:00,.INX,1486.3
5/2/2007 16:00:00,.INX,1495.92
5/3/2007 16:00:00,.INX,1502.39
5/4/2007 16:00:00,.INX,1505.62
5/7/2007 16:00:00,.INX,1509.48
5/8/2007 16:00:00,.INX,1507.72
5/9/2007 16:00:00,.INX,1512.58
5/10/2007 16:00:00,.INX,1491.47
5/11/2007 16:00:00,.INX,1505.85
5/14/2007 16:00:00,.INX,1503.15
5/15/2007 16:00:00,.INX,1501.19
5/16/2007 16:00:00,.INX,1514.14
5/17/2007 16:00:00,.INX,1512.75
5/18/2007 16:00:00,.INX,1522.75
5/21/2007 16:00:00,.INX,1525.1
5/22/2007 16:00:00,.INX,1524.12
5/23/2007 16:00:00,.INX,1522.28
5/24/2007 16:00:00,.INX,1507.51
5/25/2007 16:00:00,.INX,1515.73
5/29/2007 16:00:00,.INX,1518.11
5/30/2007 16:00:00,.INX,1530.23
5/31/2007 16:00:00,.INX,1530.62
6/1/2007 16:00:00,.INX,1536.34
6/4/2007 16:00:00,.INX,1539.18
