Date,Symbol,Close
1/2/2019 16:00:00,JPM,99.31
1/3/2019 16:00:00,JPM,97.11
1/4/2019 16:00:00,JPM,100.69
1/7/2019 16:00:00,JPM,100.76
1/8/2019 16:00:00,JPM,100.57
1/9/2019 16:00:00,JPM,100.4
1/10/2019 16:00:00,JPM,100.39
1/11/2019 16:00:00,JPM,99.91
1/14/2019 16:00:00,JPM,100.94
1/15/2019 16:00:00,JPM,101.68
1/16/2019 16:00:00,JPM,102.5
1/17/2019 16:00:00,JPM,102.92
1/18/2019 16:00:00,JPM,104.59
1/22/2019 16:00:00,JPM,102.94
1/23/2019 16:00:00,JPM,102.68
1/24/2019 16:00:00,JPM,102.74
1/25/2019 16:00:00,JPM,103.39
1/28/2019 16:00:00,JPM,103.88
1/29/2019 16:00:00,JPM,104.17
1/30/2019 16:00:00,JPM,104.41
1/31/2019 16:00:00,JPM,103.5
2/1/2019 16:00:00,JPM,103.88
2/4/2019 16:00:00,JPM,104.25
2/5/2019 16:00:00,JPM,103.79
2/6/2019 16:00:00,JPM,103.74
2/7/2019 16:00:00,JPM,102.38
2/8/2019 16:00:00,JPM,101.36
2/11/2019 16:00:00,JPM,100.88
2/12/2019 16:00:00,JPM,102.6
2/13/2019 16:00:00,JPM,103.09
2/14/2019 16:00:00,JPM,102.42
2/15/2019 16:00:00,JPM,105.55
2/19/2019 16:00:00,JPM,105.18
2/20/2019 16:00:00,JPM,105.69
2/21/2019 16:00:00,JPM,105.47
2/22/2019 16:00:00,JPM,105
2/25/2019 16:00:00,JPM,106.1
2/26/2019 16:00:00,JPM,105.29
2/27/2019 16:00:00,JPM,105.16
2/28/2019 16:00:00,JPM,104.36
3/1/2019 16:00:00,JPM,104.43
3/4/2019 16:00:00,JPM,104.19
3/5/2019 16:00:00,JPM,104.11
3/6/2019 16:00:00,JPM,103.72
3/7/2019 16:00:00,JPM,102.97
3/8/2019 16:00:00,JPM,103.01
3/11/2019 16:00:00,JPM,104.35
3/12/2019 16:00:00,JPM,104.04
3/13/2019 16:00:00,JPM,104.39
3/14/2019 16:00:00,JPM,105.34
3/15/2019 16:00:00,JPM,106.55
3/18/2019 16:00:00,JPM,107.19
3/19/2019 16:00:00,JPM,106.8
3/20/2019 16:00:00,JPM,104.52
3/21/2019 16:00:00,JPM,102.87
3/22/2019 16:00:00,JPM,99.76
3/25/2019 16:00:00,JPM,98.93
3/26/2019 16:00:00,JPM,99.92
3/27/2019 16:00:00,JPM,99.58
3/28/2019 16:00:00,JPM,100.71
3/29/2019 16:00:00,JPM,101.23
4/1/2019 16:00:00,JPM,104.64
4/2/2019 16:00:00,JPM,105.14
4/3/2019 16:00:00,JPM,105.35
4/4/2019 16:00:00,JPM,105.56
4/5/2019 16:00:00,JPM,105.31
4/8/2019 16:00:00,JPM,105.65
4/9/2019 16:00:00,JPM,104.87
4/10/2019 16:00:00,JPM,105.34
4/11/2019 16:00:00,JPM,106.23
4/12/2019 16:00:00,JPM,111.21
4/15/2019 16:00:00,JPM,109.94
4/16/2019 16:00:00,JPM,111.1
4/17/2019 16:00:00,JPM,114.3
4/18/2019 16:00:00,JPM,113.46
4/22/2019 16:00:00,JPM,113.6
4/23/2019 16:00:00,JPM,113.74
4/24/2019 16:00:00,JPM,113.55
4/25/2019 16:00:00,JPM,113.61
4/26/2019 16:00:00,JPM,114.47
4/29/2019 16:00:00,JPM,116.12
4/30/2019 16:00:00,JPM,116.05
5/1/2019 16:00:00,JPM,115.16
5/2/2019 16:00:00,JPM,115.41
5/3/2019 16:00:00,JPM,116.12
5/6/2019 16:00:00,JPM,115.09
5/7/2019 16:00:00,JPM,113.21
5/8/2019 16:00:00,JPM,112.61
5/9/2019 16:00:00,JPM,112.52
5/10/2019 16:00:00,JPM,112.51
5/13/2019 16:00:00,JPM,109.45
5/14/2019 16:00:00,JPM,110.32
5/15/2019 16:00:00,JPM,109.9
