Date,Symbol,Close
1/2/2019 16:00:00,T,29.54
1/3/2019 16:00:00,T,29.58
1/4/2019 16:00:00,T,30.34
1/7/2019 16:00:00,T,30.89
1/8/2019 16:00:00,T,31.28
1/9/2019 16:00:00,T,30.1
1/10/2019 16:00:00,T,30.4
1/11/2019 16:00:00,T,30.87
1/14/2019 16:00:00,T,30.62
1/15/2019 16:00:00,T,30.6
1/16/2019 16:00:00,T,30.56
1/17/2019 16:00:00,T,30.64
1/18/2019 16:00:00,T,30.96
1/22/2019 16:00:00,T,30.58
1/23/2019 16:00:00,T,30.89
1/24/2019 16:00:00,T,30.6
1/25/2019 16:00:00,T,30.66
1/28/2019 16:00:00,T,30.67
1/29/2019 16:00:00,T,30.7
1/30/2019 16:00:00,T,29.37
1/31/2019 16:00:00,T,30.06
2/1/2019 16:00:00,T,30
2/4/2019 16:00:00,T,29.61
2/5/2019 16:00:00,T,29.63
2/6/2019 16:00:00,T,29.56
2/7/2019 16:00:00,T,29.45
2/8/2019 16:00:00,T,29.55
2/11/2019 16:00:00,T,29.71
2/12/2019 16:00:00,T,29.81
2/13/2019 16:00:00,T,29.84
2/14/2019 16:00:00,T,29.79
2/15/2019 16:00:00,T,30.47
2/19/2019 16:00:00,T,30.63
2/20/2019 16:00:00,T,30.85
2/21/2019 16:00:00,T,30.83
2/22/2019 16:00:00,T,31.15
2/25/2019 16:00:00,T,31.13
2/26/2019 16:00:00,T,31.22
2/27/2019 16:00:00,T,31.06
2/28/2019 16:00:00,T,31.12
3/1/2019 16:00:00,T,30.82
3/4/2019 16:00:00,T,29.98
3/5/2019 16:00:00,T,29.95
3/6/2019 16:00:00,T,29.81
3/7/2019 16:00:00,T,29.92
3/8/2019 16:00:00,T,29.96
3/11/2019 16:00:00,T,30.22
3/12/2019 16:00:00,T,30.63
3/13/2019 16:00:00,T,30.28
3/14/2019 16:00:00,T,30.28
3/15/2019 16:00:00,T,30.67
3/18/2019 16:00:00,T,30.8
3/19/2019 16:00:00,T,30.68
3/20/2019 16:00:00,T,30.51
3/21/2019 16:00:00,T,31.06
3/22/2019 16:00:00,T,31.07
3/25/2019 16:00:00,T,30.77
3/26/2019 16:00:00,T,31.39
3/27/2019 16:00:00,T,31.4
3/28/2019 16:00:00,T,31.01
3/29/2019 16:00:00,T,31.36
4/1/2019 16:00:00,T,31.95
4/2/2019 16:00:00,T,31.63
4/3/2019 16:00:00,T,31.87
4/4/2019 16:00:00,T,31.98
4/5/2019 16:00:00,T,32.35
4/8/2019 16:00:00,T,32.39
4/9/2019 16:00:00,T,31.75
4/10/2019 16:00:00,T,31.88
