Date,Symbol,Close
1/3/2007 16:00:00,S&P500,1416.63
1/4/2007 16:00:00,S&P500,1418.34
1/5/2007 16:00:00,S&P500,1409.71
1/8/2007 16:00:00,S&P500,1412.84
1/9/2007 16:00:00,S&P500,1412.11
1/10/2007 16:00:00,S&P500,1414.85
1/11/2007 16:00:00,S&P500,1423.82
1/12/2007 16:00:00,S&P500,1430.73
1/16/2007 16:00:00,S&P500,1431.9
1/17/2007 16:00:00,S&P500,1430.62
1/18/2007 16:00:00,S&P500,1426.37
1/19/2007 16:00:00,S&P500,1430.5
1/22/2007 16:00:00,S&P500,1422.95
1/23/2007 16:00:00,S&P500,1427.99
1/24/2007 16:00:00,S&P500,1440.13
1/25/2007 16:00:00,S&P500,1423.9
1/26/2007 16:00:00,S&P500,1422.18
1/29/2007 16:00:00,S&P500,1420.62
1/30/2007 16:00:00,S&P500,1428.82
1/31/2007 16:00:00,S&P500,1438.24
2/1/2007 16:00:00,S&P500,1445.94
2/2/2007 16:00:00,S&P500,1448.39
2/5/2007 16:00:00,S&P500,1446.99
2/6/2007 16:00:00,S&P500,1448
2/7/2007 16:00:00,S&P500,1450.02
2/8/2007 16:00:00,S&P500,1448.31
2/9/2007 16:00:00,S&P500,1438.06
2/12/2007 16:00:00,S&P500,1433.37
2/13/2007 16:00:00,S&P500,1444.26
2/14/2007 16:00:00,S&P500,1455.3
2/15/2007 16:00:00,S&P500,1456.81
2/16/2007 16:00:00,S&P500,1455.54
2/20/2007 16:00:00,S&P500,1459.68
2/21/2007 16:00:00,S&P500,1457.63
2/22/2007 16:00:00,S&P500,1456.38
2/23/2007 16:00:00,S&P500,1451.19
2/26/2007 16:00:00,S&P500,1449.37
2/27/2007 16:00:00,S&P500,1399.04
2/28/2007 16:00:00,S&P500,1406.82
3/1/2007 16:00:00,S&P500,1403.17
3/2/2007 16:00:00,S&P500,1387.17
3/5/2007 16:00:00,S&P500,1374.12
3/6/2007 16:00:00,S&P500,1395.41
3/7/2007 16:00:00,S&P500,1391.97
3/8/2007 16:00:00,S&P500,1401.89
3/9/2007 16:00:00,S&P500,1402.85
3/12/2007 16:00:00,S&P500,1406.6
3/13/2007 16:00:00,S&P500,1377.95
3/14/2007 16:00:00,S&P500,1387.17
3/15/2007 16:00:00,S&P500,1392.28
3/16/2007 16:00:00,S&P500,1386.95
3/19/2007 16:00:00,S&P500,1402.06
3/20/2007 16:00:00,S&P500,1410.94
3/21/2007 16:00:00,S&P500,1435.04
3/22/2007 16:00:00,S&P500,1434.54
3/23/2007 16:00:00,S&P500,1436.11
3/26/2007 16:00:00,S&P500,1437.5
3/27/2007 16:00:00,S&P500,1428.61
3/28/2007 16:00:00,S&P500,1417.23
3/29/2007 16:00:00,S&P500,1422.53
3/30/2007 16:00:00,S&P500,1420.86
4/2/2007 16:00:00,S&P500,1424.55
4/3/2007 16:00:00,S&P500,1437.77
4/4/2007 16:00:00,S&P500,1439.37
4/5/2007 16:00:00,S&P500,1443.76
4/6/2007 16:00:00,S&P500,1444.88
4/9/2007 16:00:00,S&P500,1444.61
4/10/2007 16:00:00,S&P500,1448.39
4/11/2007 16:00:00,S&P500,1438.87
4/12/2007 16:00:00,S&P500,1447.8
4/13/2007 16:00:00,S&P500,1452.85
4/16/2007 16:00:00,S&P500,1468.47
4/17/2007 16:00:00,S&P500,1471.48
4/18/2007 16:00:00,S&P500,1472.5
4/19/2007 16:00:00,S&P500,1470.73
4/20/2007 16:00:00,S&P500,1484.35
4/23/2007 16:00:00,S&P500,1480.93
4/24/2007 16:00:00,S&P500,1480.41
4/25/2007 16:00:00,S&P500,1495.42
4/26/2007 16:00:00,S&P500,1494.25
4/27/2007 16:00:00,S&P500,1494.07
4/30/2007 16:00:00,S&P500,1482.37
5/1/2007 16:00:00,S&P500,1486.3
5/2/2007 16:00:00,S&P500,1495.92
5/3/2007 16:00:00,S&P500,1502.39
5/4/2007 16:00:00,S&P500,1505.62
5/7/2007 16:00:00,S&P500,1509.48
5/8/2007 16:00:00,S&P500,1507.72
5/9/2007 16:00:00,S&P500,1512.58
5/10/2007 16:00:00,S&P500,1491.47
5/11/2007 16:00:00,S&P500,1505.85
5/14/2007 16:00:00,S&P500,1503.15
5/15/2007 16:00:00,S&P500,1501.19
5/16/2007 16:00:00,S&P500,1514.14
5/17/2007 16:00:00,S&P500,1512.75
5/18/2007 16:00:00,S&P500,1522.75
5/21/2007 16:00:00,S&P500,1525.1
5/22/2007 16:00:00,S&P500,1524.12
5/23/2007 16:00:00,S&P500,1522.28
5/24/2007 16:00:00,S&P500,1507.51
5/25/2007 16:00:00,S&P500,1515.73
5/29/2007 16:00:00,S&P500,1518.11
5/30/2007 16:00:00,S&P500,1530.23
5/31/2007 16:00:00,S&P500,1530.62
6/1/2007 16:00:00,S&P500,1536.34
6/4/2007 16:00:00,S&P500,1539.18
6/5/2007 16:00:00,S&P500,1530.95
6/6/2007 16:00:00,S&P500,1517.38
6/7/2007 16:00:00,S&P500,1490.72
6/8/2007 16:00:00,S&P500,1507.67
6/11/2007 16:00:00,S&P500,1509.12
6/12/2007 16:00:00,S&P500,1493
6/13/2007 16:00:00,S&P500,1515.67
6/14/2007 16:00:00,S&P500,1522.97
6/15/2007 16:00:00,S&P500,1532.91
6/18/2007 16:00:00,S&P500,1531.05
6/19/2007 16:00:00,S&P500,1533.7
6/20/2007 16:00:00,S&P500,1512.84
6/21/2007 16:00:00,S&P500,1522.19
6/22/2007 16:00:00,S&P500,1502.56
6/25/2007 16:00:00,S&P500,1497.74
6/26/2007 16:00:00,S&P500,1492.89
6/27/2007 16:00:00,S&P500,1506.34
6/28/2007 16:00:00,S&P500,1505.71
6/29/2007 16:00:00,S&P500,1503.35
7/2/2007 16:00:00,S&P500,1519.43
7/3/2007 16:00:00,S&P500,1524.87
7/5/2007 16:00:00,S&P500,1525.4
7/6/2007 16:00:00,S&P500,1530.44
7/9/2007 16:00:00,S&P500,1531.85
7/10/2007 16:00:00,S&P500,1510.12
7/11/2007 16:00:00,S&P500,1518.76
7/12/2007 16:00:00,S&P500,1547.7
7/13/2007 16:00:00,S&P500,1552.5
7/16/2007 16:00:00,S&P500,1549.52
7/17/2007 16:00:00,S&P500,1549.37
7/18/2007 16:00:00,S&P500,1546.17
7/19/2007 16:00:00,S&P500,1553.08
7/20/2007 16:00:00,S&P500,1534.1
7/23/2007 16:00:00,S&P500,1541.57
7/24/2007 16:00:00,S&P500,1511.04
7/25/2007 16:00:00,S&P500,1518.09
7/26/2007 16:00:00,S&P500,1482.66
7/27/2007 16:00:00,S&P500,1458.95
7/30/2007 16:00:00,S&P500,1473.91
7/31/2007 16:00:00,S&P500,1455.27
8/1/2007 16:00:00,S&P500,1465.81
8/2/2007 16:00:00,S&P500,1472.2
8/3/2007 16:00:00,S&P500,1433.06
8/6/2007 16:00:00,S&P500,1467.67
8/7/2007 16:00:00,S&P500,1476.71
8/8/2007 16:00:00,S&P500,1497.49
8/9/2007 16:00:00,S&P500,1453.09
8/10/2007 16:00:00,S&P500,1453.64
8/13/2007 16:00:00,S&P500,1452.92
8/14/2007 16:00:00,S&P500,1426.54
8/15/2007 16:00:00,S&P500,1406.7
8/16/2007 16:00:00,S&P500,1411.27
8/17/2007 16:00:00,S&P500,1445.94
8/20/2007 16:00:00,S&P500,1445.55
8/21/2007 16:00:00,S&P500,1447.12
8/22/2007 16:00:00,S&P500,1464.07
8/23/2007 16:00:00,S&P500,1462.5
8/24/2007 16:00:00,S&P500,1479.37
8/27/2007 16:00:00,S&P500,1466.79
8/28/2007 16:00:00,S&P500,1432.36
8/29/2007 16:00:00,S&P500,1463.76
8/30/2007 16:00:00,S&P500,1457.64
8/31/2007 16:00:00,S&P500,1473.99
9/4/2007 16:00:00,S&P500,1489.42
9/5/2007 16:00:00,S&P500,1472.29
9/6/2007 16:00:00,S&P500,1478.55
9/7/2007 16:00:00,S&P500,1453.55
9/10/2007 16:00:00,S&P500,1451.7
9/11/2007 16:00:00,S&P500,1471.49
9/12/2007 16:00:00,S&P500,1471.56
9/13/2007 16:00:00,S&P500,1483.95
9/14/2007 16:00:00,S&P500,1484.25
9/17/2007 16:00:00,S&P500,1476.65
9/18/2007 16:00:00,S&P500,1519.78
9/19/2007 16:00:00,S&P500,1529.03
9/20/2007 16:00:00,S&P500,1518.75
9/21/2007 16:00:00,S&P500,1525.75
9/24/2007 16:00:00,S&P500,1517.73
9/25/2007 16:00:00,S&P500,1517.21
9/26/2007 16:00:00,S&P500,1525.42
9/27/2007 16:00:00,S&P500,1531.38
9/28/2007 16:00:00,S&P500,1526.75
10/1/2007 16:00:00,S&P500,1547.04
10/2/2007 16:00:00,S&P500,1546.63
10/3/2007 16:00:00,S&P500,1539.59
10/4/2007 16:00:00,S&P500,1542.84
10/5/2007 16:00:00,S&P500,1557.59
10/8/2007 16:00:00,S&P500,1552.58
10/9/2007 16:00:00,S&P500,1565.15
10/10/2007 16:00:00,S&P500,1562.47
10/11/2007 16:00:00,S&P500,1554.41
10/12/2007 16:00:00,S&P500,1561.8
10/15/2007 16:00:00,S&P500,1548.71
10/16/2007 16:00:00,S&P500,1538.53
10/17/2007 16:00:00,S&P500,1541.24
10/18/2007 16:00:00,S&P500,1540.08
10/19/2007 16:00:00,S&P500,1500.63
10/22/2007 16:00:00,S&P500,1506.33
10/23/2007 16:00:00,S&P500,1519.59
10/24/2007 16:00:00,S&P500,1515.88
10/25/2007 16:00:00,S&P500,1514.4
10/26/2007 16:00:00,S&P500,1535.28
10/29/2007 16:00:00,S&P500,1540.98
10/30/2007 16:00:00,S&P500,1531.02
10/31/2007 16:00:00,S&P500,1549.38
11/1/2007 16:00:00,S&P500,1508.44
11/2/2007 16:00:00,S&P500,1509.65
11/5/2007 16:00:00,S&P500,1502.17
11/6/2007 16:00:00,S&P500,1520.27
11/7/2007 16:00:00,S&P500,1475.62
11/8/2007 16:00:00,S&P500,1474.77
11/9/2007 16:00:00,S&P500,1453.7
11/12/2007 16:00:00,S&P500,1439.18
11/13/2007 16:00:00,S&P500,1481.05
11/14/2007 16:00:00,S&P500,1470.58
11/15/2007 16:00:00,S&P500,1451.15
11/16/2007 16:00:00,S&P500,1458.74
11/19/2007 16:00:00,S&P500,1433.27
11/20/2007 16:00:00,S&P500,1439.7
11/21/2007 16:00:00,S&P500,1416.77
11/23/2007 16:00:00,S&P500,1440.7
11/26/2007 16:00:00,S&P500,1407.22
11/27/2007 16:00:00,S&P500,1428.23
11/28/2007 16:00:00,S&P500,1469.02
11/29/2007 16:00:00,S&P500,1469.72
11/30/2007 16:00:00,S&P500,1481.14
12/3/2007 16:00:00,S&P500,1472.42
12/4/2007 16:00:00,S&P500,1462.79
12/5/2007 16:00:00,S&P500,1485.01
12/6/2007 16:00:00,S&P500,1507.34
12/7/2007 16:00:00,S&P500,1504.66
12/10/2007 16:00:00,S&P500,1515.96
12/11/2007 16:00:00,S&P500,1477.65
12/12/2007 16:00:00,S&P500,1486.59
12/13/2007 16:00:00,S&P500,1488.41
12/14/2007 16:00:00,S&P500,1467.95
12/17/2007 16:00:00,S&P500,1445.9
12/18/2007 16:00:00,S&P500,1454.98
12/19/2007 16:00:00,S&P500,1453
12/20/2007 16:00:00,S&P500,1460.12
12/21/2007 16:00:00,S&P500,1484.46
12/24/2007 16:00:00,S&P500,1496.45
12/26/2007 16:00:00,S&P500,1497.66
12/27/2007 16:00:00,S&P500,1476.27
12/28/2007 16:00:00,S&P500,1478.49
